approach,alerts_investigated,laundering_caught,pct_of_all_laundering
Random ordering,10400,11.0,0.38773352132534367
Random ordering,10450,11.0,0.38773352132534367
Random ordering,10500,11.0,0.38773352132534367
Random ordering,10550,11.0,0.38773352132534367
Random ordering,10600,11.0,0.38773352132534367
Random ordering,10650,11.0,0.38773352132534367
Random ordering,10700,11.0,0.38773352132534367
Random ordering,10750,11.0,0.38773352132534367
Random ordering,10800,11.0,0.38773352132534367
Random ordering,10850,11.0,0.38773352132534367
Random ordering,10900,11.0,0.38773352132534367
Random ordering,10950,11.0,0.38773352132534367
Random ordering,11000,11.0,0.38773352132534367
Random ordering,11050,11.0,0.38773352132534367
Random ordering,11100,11.0,0.38773352132534367
Random ordering,11150,11.0,0.38773352132534367
Random ordering,11200,11.0,0.38773352132534367
Random ordering,11250,11.0,0.38773352132534367
Random ordering,11300,11.0,0.38773352132534367
Random ordering,11350,11.0,0.38773352132534367
Random ordering,11400,11.0,0.38773352132534367
Random ordering,11450,11.0,0.38773352132534367
Random ordering,11500,11.0,0.38773352132534367
Random ordering,11550,12.0,0.42298202326401124
Random ordering,11600,12.0,0.42298202326401124
Random ordering,11650,12.0,0.42298202326401124
Random ordering,11700,13.0,0.45823052520267893
Random ordering,11750,13.0,0.45823052520267893
Random ordering,11800,13.0,0.45823052520267893
Random ordering,11850,13.0,0.45823052520267893
Random ordering,11900,13.0,0.45823052520267893
Random ordering,11950,13.0,0.45823052520267893
Random ordering,12000,13.0,0.45823052520267893
Random ordering,12050,13.0,0.45823052520267893
Random ordering,12100,13.0,0.45823052520267893
Random ordering,12150,13.0,0.45823052520267893
Random ordering,12200,13.0,0.45823052520267893
Random ordering,12250,13.0,0.45823052520267893
Random ordering,12300,13.0,0.45823052520267893
Random ordering,12350,13.0,0.45823052520267893
Random ordering,12400,13.0,0.45823052520267893
Random ordering,12450,13.0,0.45823052520267893
Random ordering,12500,13.0,0.45823052520267893
Random ordering,12550,13.0,0.45823052520267893
Random ordering,12600,13.0,0.45823052520267893
Random ordering,12650,13.0,0.45823052520267893
Random ordering,12700,13.0,0.45823052520267893
Random ordering,12750,13.0,0.45823052520267893
Random ordering,12800,13.0,0.45823052520267893
Random ordering,12850,13.0,0.45823052520267893
Random ordering,12900,13.0,0.45823052520267893
Random ordering,12950,13.0,0.45823052520267893
Random ordering,13000,13.0,0.45823052520267893
Random ordering,13050,13.0,0.45823052520267893
Random ordering,13100,13.0,0.45823052520267893
Random ordering,13150,13.0,0.45823052520267893
Random ordering,13200,13.0,0.45823052520267893
Random ordering,13250,13.0,0.45823052520267893
Random ordering,13300,13.0,0.45823052520267893
Random ordering,13350,13.0,0.45823052520267893
Random ordering,13400,13.0,0.45823052520267893
Random ordering,13450,13.0,0.45823052520267893
Random ordering,13500,13.0,0.45823052520267893
Random ordering,13550,13.0,0.45823052520267893
Random ordering,13600,13.0,0.45823052520267893
Random ordering,13650,13.0,0.45823052520267893
Random ordering,13700,13.0,0.45823052520267893
Random ordering,13750,13.0,0.45823052520267893
Random ordering,13800,13.0,0.45823052520267893
Random ordering,13850,13.0,0.45823052520267893
Random ordering,13900,13.0,0.45823052520267893
Random ordering,13950,13.0,0.45823052520267893
Random ordering,14000,13.0,0.45823052520267893
Random ordering,14050,13.0,0.45823052520267893
Random ordering,14100,13.0,0.45823052520267893
Random ordering,14150,13.0,0.45823052520267893
Random ordering,14200,13.0,0.45823052520267893
Random ordering,14250,13.0,0.45823052520267893
Random ordering,14300,13.0,0.45823052520267893
Random ordering,14350,13.0,0.45823052520267893
Random ordering,14400,13.0,0.45823052520267893
Random ordering,14450,13.0,0.45823052520267893
Random ordering,14500,13.0,0.45823052520267893
Random ordering,14550,13.0,0.45823052520267893
Random ordering,14600,13.0,0.45823052520267893
Random ordering,14650,13.0,0.45823052520267893
Random ordering,14700,13.0,0.45823052520267893
Random ordering,14750,13.0,0.45823052520267893
Random ordering,14800,13.0,0.45823052520267893
Random ordering,14850,13.0,0.45823052520267893
Random ordering,14900,13.0,0.45823052520267893
Random ordering,14950,13.0,0.45823052520267893
Random ordering,15000,13.0,0.45823052520267893
Random ordering,15050,13.0,0.45823052520267893
Random ordering,15100,13.0,0.45823052520267893
Random ordering,15150,13.0,0.45823052520267893
Random ordering,15200,13.0,0.45823052520267893
Random ordering,15250,13.0,0.45823052520267893
Random ordering,15300,13.0,0.45823052520267893
Random ordering,15350,13.0,0.45823052520267893
Random ordering,15400,13.0,0.45823052520267893
Random ordering,15450,13.0,0.45823052520267893
Random ordering,15500,13.0,0.45823052520267893
Random ordering,15550,13.0,0.45823052520267893
Random ordering,15600,13.0,0.45823052520267893
Random ordering,15650,13.0,0.45823052520267893
Random ordering,15700,13.0,0.45823052520267893
Random ordering,15750,13.0,0.45823052520267893
Random ordering,15800,13.0,0.45823052520267893
Random ordering,15850,13.0,0.45823052520267893
Random ordering,15900,13.0,0.45823052520267893
Random ordering,15950,13.0,0.45823052520267893
Random ordering,16000,14.0,0.4934790271413465
Random ordering,16050,14.0,0.4934790271413465
Random ordering,16100,14.0,0.4934790271413465
Random ordering,16150,14.0,0.4934790271413465
Random ordering,16200,14.0,0.4934790271413465
Random ordering,16250,14.0,0.4934790271413465
Random ordering,16300,14.0,0.4934790271413465
Random ordering,16350,14.0,0.4934790271413465
Random ordering,16400,14.0,0.4934790271413465
Random ordering,16450,14.0,0.4934790271413465
Random ordering,16500,14.0,0.4934790271413465
Random ordering,16550,14.0,0.4934790271413465
Random ordering,16600,14.0,0.4934790271413465
Random ordering,16650,14.0,0.4934790271413465
Random ordering,16700,14.0,0.4934790271413465
Random ordering,16750,14.0,0.4934790271413465
Random ordering,16800,14.0,0.4934790271413465
Random ordering,16850,14.0,0.4934790271413465
Random ordering,16900,14.0,0.4934790271413465
Random ordering,16950,14.0,0.4934790271413465
Random ordering,17000,14.0,0.4934790271413465
Random ordering,17050,14.0,0.4934790271413465
Random ordering,17100,14.0,0.4934790271413465
Random ordering,17150,14.0,0.4934790271413465
Random ordering,17200,15.0,0.5287275290800141
Random ordering,17250,15.0,0.5287275290800141
Random ordering,17300,15.0,0.5287275290800141
Random ordering,17350,15.0,0.5287275290800141
Random ordering,17400,15.0,0.5287275290800141
Random ordering,17450,15.0,0.5287275290800141
Random ordering,17500,15.0,0.5287275290800141
Random ordering,17550,15.0,0.5287275290800141
Random ordering,17600,15.0,0.5287275290800141
Random ordering,17650,15.0,0.5287275290800141
Random ordering,17700,15.0,0.5287275290800141
Random ordering,17750,15.0,0.5287275290800141
Random ordering,17800,15.0,0.5287275290800141
Random ordering,17850,15.0,0.5287275290800141
Random ordering,17900,16.0,0.5639760310186817
Random ordering,17950,16.0,0.5639760310186817
Random ordering,18000,16.0,0.5639760310186817
Random ordering,18050,16.0,0.5639760310186817
Random ordering,18100,16.0,0.5639760310186817
Random ordering,18150,16.0,0.5639760310186817
Random ordering,18200,16.0,0.5639760310186817
Random ordering,18250,17.0,0.5992245329573492
Random ordering,18300,17.0,0.5992245329573492
Random ordering,18350,17.0,0.5992245329573492
Random ordering,18400,17.0,0.5992245329573492
Random ordering,18450,17.0,0.5992245329573492
Random ordering,18500,17.0,0.5992245329573492
Random ordering,18550,17.0,0.5992245329573492
Random ordering,18600,17.0,0.5992245329573492
Random ordering,18650,17.0,0.5992245329573492
Random ordering,18700,17.0,0.5992245329573492
Random ordering,18750,17.0,0.5992245329573492
Random ordering,18800,17.0,0.5992245329573492
Random ordering,18850,17.0,0.5992245329573492
Random ordering,18900,17.0,0.5992245329573492
Random ordering,18950,17.0,0.5992245329573492
Random ordering,19000,17.0,0.5992245329573492
Random ordering,19050,17.0,0.5992245329573492
Random ordering,19100,17.0,0.5992245329573492
Random ordering,19150,17.0,0.5992245329573492
Random ordering,19200,17.0,0.5992245329573492
Random ordering,19250,17.0,0.5992245329573492
Random ordering,19300,17.0,0.5992245329573492
Random ordering,19350,17.0,0.5992245329573492
Random ordering,19400,17.0,0.5992245329573492
Random ordering,19450,17.0,0.5992245329573492
Random ordering,19500,17.0,0.5992245329573492
Random ordering,19550,17.0,0.5992245329573492
Random ordering,19600,18.0,0.6344730348960169
Random ordering,19650,18.0,0.6344730348960169
Random ordering,19700,18.0,0.6344730348960169
Random ordering,19750,18.0,0.6344730348960169
Random ordering,19800,18.0,0.6344730348960169
Random ordering,19850,18.0,0.6344730348960169
Random ordering,19900,18.0,0.6344730348960169
Random ordering,19950,18.0,0.6344730348960169
Random ordering,20000,18.0,0.6344730348960169
Random ordering,20050,18.0,0.6344730348960169
Random ordering,20100,18.0,0.6344730348960169
Random ordering,20150,18.0,0.6344730348960169
Random ordering,20200,18.0,0.6344730348960169
Random ordering,20250,18.0,0.6344730348960169
Random ordering,20300,19.0,0.6697215368346845
Random ordering,20350,19.0,0.6697215368346845
Random ordering,20400,19.0,0.6697215368346845
Random ordering,20450,19.0,0.6697215368346845
Random ordering,20500,19.0,0.6697215368346845
Random ordering,20550,19.0,0.6697215368346845
Random ordering,20600,19.0,0.6697215368346845
Random ordering,20650,19.0,0.6697215368346845
Random ordering,20700,19.0,0.6697215368346845
Random ordering,20750,19.0,0.6697215368346845
Random ordering,20800,19.0,0.6697215368346845
Random ordering,20850,19.0,0.6697215368346845
Random ordering,20900,19.0,0.6697215368346845
Random ordering,20950,19.0,0.6697215368346845
Random ordering,21000,19.0,0.6697215368346845
Random ordering,21050,19.0,0.6697215368346845
Random ordering,21100,19.0,0.6697215368346845
Random ordering,21150,19.0,0.6697215368346845
Random ordering,21200,19.0,0.6697215368346845
Random ordering,21250,19.0,0.6697215368346845
Random ordering,21300,19.0,0.6697215368346845
Random ordering,21350,19.0,0.6697215368346845
Random ordering,21400,19.0,0.6697215368346845
Random ordering,21450,19.0,0.6697215368346845
Random ordering,21500,19.0,0.6697215368346845
Random ordering,21550,19.0,0.6697215368346845
Random ordering,21600,19.0,0.6697215368346845
Random ordering,21650,19.0,0.6697215368346845
Random ordering,21700,19.0,0.6697215368346845
Random ordering,21750,19.0,0.6697215368346845
Random ordering,21800,19.0,0.6697215368346845
Random ordering,21850,19.0,0.6697215368346845
Random ordering,21900,19.0,0.6697215368346845
Random ordering,21950,19.0,0.6697215368346845
Random ordering,22000,19.0,0.6697215368346845
Random ordering,22050,19.0,0.6697215368346845
Random ordering,22100,19.0,0.6697215368346845
Random ordering,22150,19.0,0.6697215368346845
Random ordering,22200,19.0,0.6697215368346845
Random ordering,22250,19.0,0.6697215368346845
Random ordering,22300,19.0,0.6697215368346845
Random ordering,22350,20.0,0.7049700387733522
Random ordering,22400,20.0,0.7049700387733522
Random ordering,22450,20.0,0.7049700387733522
Random ordering,22500,20.0,0.7049700387733522
Random ordering,22550,20.0,0.7049700387733522
Random ordering,22600,20.0,0.7049700387733522
Random ordering,22650,20.0,0.7049700387733522
Random ordering,22700,20.0,0.7049700387733522
Random ordering,22750,20.0,0.7049700387733522
Random ordering,22800,20.0,0.7049700387733522
Random ordering,22850,20.0,0.7049700387733522
Random ordering,22900,20.0,0.7049700387733522
Random ordering,22950,20.0,0.7049700387733522
Random ordering,23000,20.0,0.7049700387733522
Random ordering,23050,20.0,0.7049700387733522
Random ordering,23100,20.0,0.7049700387733522
Random ordering,23150,20.0,0.7049700387733522
Random ordering,23200,20.0,0.7049700387733522
Random ordering,23250,20.0,0.7049700387733522
Random ordering,23300,20.0,0.7049700387733522
Random ordering,23350,20.0,0.7049700387733522
Random ordering,23400,20.0,0.7049700387733522
Random ordering,23450,20.0,0.7049700387733522
Random ordering,23500,20.0,0.7049700387733522
Random ordering,23550,20.0,0.7049700387733522
Random ordering,23600,20.0,0.7049700387733522
Random ordering,23650,20.0,0.7049700387733522
Random ordering,23700,20.0,0.7049700387733522
Random ordering,23750,20.0,0.7049700387733522
Random ordering,23800,21.0,0.7402185407120198
Random ordering,23850,21.0,0.7402185407120198
Random ordering,23900,21.0,0.7402185407120198
Random ordering,23950,21.0,0.7402185407120198
Random ordering,24000,21.0,0.7402185407120198
Random ordering,24050,21.0,0.7402185407120198
Random ordering,24100,21.0,0.7402185407120198
Random ordering,24150,21.0,0.7402185407120198
Random ordering,24200,21.0,0.7402185407120198
Random ordering,24250,21.0,0.7402185407120198
Random ordering,24300,21.0,0.7402185407120198
Random ordering,24350,21.0,0.7402185407120198
Random ordering,24400,21.0,0.7402185407120198
Random ordering,24450,21.0,0.7402185407120198
Random ordering,24500,22.0,0.7754670426506873
Random ordering,24550,22.0,0.7754670426506873
Random ordering,24600,22.0,0.7754670426506873
Random ordering,24650,22.0,0.7754670426506873
Random ordering,24700,22.0,0.7754670426506873
Random ordering,24750,23.0,0.8107155445893549
Random ordering,24800,24.0,0.8459640465280225
Random ordering,24850,24.0,0.8459640465280225
Random ordering,24900,24.0,0.8459640465280225
Random ordering,24950,24.0,0.8459640465280225
Random ordering,25000,24.0,0.8459640465280225
Amount-only ranking,0,0.0,0.0
Amount-only ranking,50,15.0,0.5287275290800141
Amount-only ranking,100,15.0,0.5287275290800141
Amount-only ranking,150,15.0,0.5287275290800141
Amount-only ranking,200,16.0,0.5639760310186817
Amount-only ranking,250,16.0,0.5639760310186817
Amount-only ranking,300,16.0,0.5639760310186817
Amount-only ranking,350,17.0,0.5992245329573492
Amount-only ranking,400,17.0,0.5992245329573492
Amount-only ranking,450,18.0,0.6344730348960169
Amount-only ranking,500,19.0,0.6697215368346845
Amount-only ranking,550,20.0,0.7049700387733522
Amount-only ranking,600,21.0,0.7402185407120198
Amount-only ranking,650,21.0,0.7402185407120198
Amount-only ranking,700,21.0,0.7402185407120198
Amount-only ranking,750,21.0,0.7402185407120198
Amount-only ranking,800,21.0,0.7402185407120198
Amount-only ranking,850,22.0,0.7754670426506873
Amount-only ranking,900,23.0,0.8107155445893549
Amount-only ranking,950,23.0,0.8107155445893549
Amount-only ranking,1000,23.0,0.8107155445893549
Amount-only ranking,1050,23.0,0.8107155445893549
Amount-only ranking,1100,23.0,0.8107155445893549
Amount-only ranking,1150,23.0,0.8107155445893549
Amount-only ranking,1200,23.0,0.8107155445893549
Amount-only ranking,1250,23.0,0.8107155445893549
Amount-only ranking,1300,23.0,0.8107155445893549
Amount-only ranking,1350,23.0,0.8107155445893549
Amount-only ranking,1400,23.0,0.8107155445893549
Amount-only ranking,1450,23.0,0.8107155445893549
Amount-only ranking,1500,23.0,0.8107155445893549
Amount-only ranking,1550,25.0,0.8812125484666901
Amount-only ranking,1600,25.0,0.8812125484666901
Amount-only ranking,1650,25.0,0.8812125484666901
Amount-only ranking,1700,25.0,0.8812125484666901
Amount-only ranking,1750,27.0,0.9517095523440254
Amount-only ranking,1800,27.0,0.9517095523440254
Amount-only ranking,1850,27.0,0.9517095523440254
Amount-only ranking,1900,27.0,0.9517095523440254
Amount-only ranking,1950,27.0,0.9517095523440254
Amount-only ranking,2000,27.0,0.9517095523440254
Amount-only ranking,2050,27.0,0.9517095523440254
Amount-only ranking,2100,27.0,0.9517095523440254
Amount-only ranking,2150,27.0,0.9517095523440254
Amount-only ranking,2200,27.0,0.9517095523440254
Amount-only ranking,2250,27.0,0.9517095523440254
Amount-only ranking,2300,27.0,0.9517095523440254
Amount-only ranking,2350,27.0,0.9517095523440254
Amount-only ranking,2400,28.0,0.986958054282693
Amount-only ranking,2450,29.0,1.0222065562213607
Amount-only ranking,2500,29.0,1.0222065562213607
Amount-only ranking,2550,30.0,1.0574550581600282
Amount-only ranking,2600,30.0,1.0574550581600282
Amount-only ranking,2650,30.0,1.0574550581600282
Amount-only ranking,2700,30.0,1.0574550581600282
Amount-only ranking,2750,31.0,1.0927035600986958
Amount-only ranking,2800,31.0,1.0927035600986958
Amount-only ranking,2850,31.0,1.0927035600986958
Amount-only ranking,2900,31.0,1.0927035600986958
Amount-only ranking,2950,31.0,1.0927035600986958
Amount-only ranking,3000,31.0,1.0927035600986958
Amount-only ranking,3050,31.0,1.0927035600986958
Amount-only ranking,3100,32.0,1.1279520620373633
Amount-only ranking,3150,32.0,1.1279520620373633
Amount-only ranking,3200,32.0,1.1279520620373633
Amount-only ranking,3250,32.0,1.1279520620373633
Amount-only ranking,3300,32.0,1.1279520620373633
Amount-only ranking,3350,32.0,1.1279520620373633
Amount-only ranking,3400,33.0,1.163200563976031
Amount-only ranking,3450,33.0,1.163200563976031
Amount-only ranking,3500,33.0,1.163200563976031
Amount-only ranking,3550,33.0,1.163200563976031
Amount-only ranking,3600,34.0,1.1984490659146985
Amount-only ranking,3650,35.0,1.2336975678533662
Amount-only ranking,3700,36.0,1.2689460697920338
Amount-only ranking,3750,37.0,1.3041945717307015
Amount-only ranking,3800,38.0,1.339443073669369
Amount-only ranking,3850,38.0,1.339443073669369
Amount-only ranking,3900,38.0,1.339443073669369
Amount-only ranking,3950,38.0,1.339443073669369
Amount-only ranking,4000,39.0,1.3746915756080367
Amount-only ranking,4050,39.0,1.3746915756080367
Amount-only ranking,4100,39.0,1.3746915756080367
Amount-only ranking,4150,39.0,1.3746915756080367
Amount-only ranking,4200,39.0,1.3746915756080367
Amount-only ranking,4250,39.0,1.3746915756080367
Amount-only ranking,4300,40.0,1.4099400775467044
Amount-only ranking,4350,40.0,1.4099400775467044
Amount-only ranking,4400,40.0,1.4099400775467044
Amount-only ranking,4450,41.0,1.4451885794853718
Amount-only ranking,4500,42.0,1.4804370814240395
Amount-only ranking,4550,42.0,1.4804370814240395
Amount-only ranking,4600,42.0,1.4804370814240395
Amount-only ranking,4650,42.0,1.4804370814240395
Amount-only ranking,4700,43.0,1.515685583362707
Amount-only ranking,4750,45.0,1.5861825872400421
Amount-only ranking,4800,45.0,1.5861825872400421
Amount-only ranking,4850,45.0,1.5861825872400421
Amount-only ranking,4900,45.0,1.5861825872400421
Amount-only ranking,4950,45.0,1.5861825872400421
Amount-only ranking,5000,45.0,1.5861825872400421
Amount-only ranking,5050,45.0,1.5861825872400421
Amount-only ranking,5100,45.0,1.5861825872400421
Amount-only ranking,5150,45.0,1.5861825872400421
Amount-only ranking,5200,46.0,1.6214310891787098
Amount-only ranking,5250,49.0,1.7271765949947127
Amount-only ranking,5300,49.0,1.7271765949947127
Amount-only ranking,5350,49.0,1.7271765949947127
Amount-only ranking,5400,49.0,1.7271765949947127
Amount-only ranking,5450,50.0,1.7624250969333801
Amount-only ranking,5500,50.0,1.7624250969333801
Amount-only ranking,5550,52.0,1.8329221008107157
Amount-only ranking,5600,52.0,1.8329221008107157
Amount-only ranking,5650,52.0,1.8329221008107157
Amount-only ranking,5700,52.0,1.8329221008107157
Amount-only ranking,5750,52.0,1.8329221008107157
Amount-only ranking,5800,52.0,1.8329221008107157
Amount-only ranking,5850,54.0,1.9034191046880509
Amount-only ranking,5900,54.0,1.9034191046880509
Amount-only ranking,5950,54.0,1.9034191046880509
Amount-only ranking,6000,54.0,1.9034191046880509
